sender_code,sender_point_id,recipient_point_id,MIN,MAX
216,235105,302507,3.0,3.0
31820,211903,47401,3.0,3.0
144,237908,592204,17.0,17.0
144,253300,592204,3.0,3.0
156,657803,243607,3.0,3.0
216,235507,302507,3.0,3.0
156,657803,243607,11.0,11.0
216,864207,302507,19.0,19.0
7348,713007,841402,36.0,36.0
216,519707,31600,30.0,41.0
8804,183502,191405,41.0,41.0
1168,596402,594206,6.0,6.0
26192,698606,864207,14.0,14.0
144,592204,510007,8.0,8.0
13440,773309,673308,0.0,276.0
36612,587808,302600,47.0,47.0
144,592308,594206,551.0,551.0
26192,291707,860009,6.0,6.0
6659,76404,689109,5013.0,6062.0
36612,684001,625200,3.0,3.0
144,592204,435906,3.0,3.0
2552,771500,782308,8.0,8.0
216,190807,302507,39.0,39.0
10664,781409,780001,14.0,14.0
5556,194300,618300,17.0,17.0
144,592204,520704,28.0,28.0
36612,525002,302600,300.0,300.0
12604,817507,438406,0.0,276.0
216,300304,302600,55.0,55.0
26192,761602,773008,0.0,52.0
216,35207,302507,3.0,3.0
36612,963205,302600,3.0,3.0
156,530208,243607,11.0,11.0
5556,61502,618300,3.0,3.0
26192,230600,864207,14.0,14.0
144,805302,592204,3.0,3.0
26192,273304,773008,0.0,28.0
216,255607,302507,83.0,83.0
26192,984700,864103,369.0,369.0
5556,641608,618300,55.0,55.0
216,747802,302507,14.0,14.0
2552,781409,922008,6.0,6.0
216,20004,302600,0.0,8.0
8804,183502,641608,69.0,69.0
216,519707,31600,30.0,41.0
144,250904,592204,33.0,33.0
12604,864207,438406,0.0,28.0
216,271309,302507,3.0,3.0
31820,257602,808300,8.0,8.0
216,73105,302600,1350.0,1416.0
36612,519603,625200,72.0,72.0
216,781701,302507,36.0,36.0
216,611903,302507,14.0,14.0
39684,290507,625107,3.0,22.0
9124,800101,511508,0.0,14.0
31820,312301,585003,19.0,19.0
39684,611000,625107,6.0,22.0
39684,625107,293609,6.0,6.0
144,214005,592204,25.0,25.0
216,302507,15400,2480.0,2618.0
31820,828501,808300,28.0,28.0
31820,543903,531107,8.0,8.0
36612,826205,302507,3.0,3.0
31820,770809,763608,102.0,102.0
39684,671800,523505,0.0,28.0
216,828501,302507,11.0,11.0
2552,596309,780800,6.0,6.0
216,597104,302507,6.0,6.0
216,510100,302507,11.0,11.0
4928,801405,888305,6.0,11.0
9124,814301,511508,0.0,14.0
19516,986103,871802,0.0,964.0
31820,610506,35902,331.0,331.0
36612,312301,302600,6.0,6.0
144,200905,592204,276.0,276.0
216,303603,302600,110.0,110.0
216,230600,302507,6.0,6.0
144,592308,438406,6889.0,6889.0
10664,637706,780001,8.0,8.0
8804,183502,319003,8.0,8.0
216,790408,302507,41.0,41.0
1440,438406,592401,193.0,193.0
216,190609,302507,11.0,11.0
144,592204,208108,11.0,11.0
2552,781409,832009,11.0,11.0
31820,770809,802802,193.0,193.0
26084,698606,302507,3.0,3.0
156,762304,243607,3.0,3.0
1196,830304,805800,55.0,55.0
216,630302,302507,8.0,8.0
8804,183502,299709,6.0,6.0
156,596309,243607,14.0,14.0
8804,262704,183502,8.0,8.0
216,592204,302507,8.0,8.0
2552,781409,308407,14.0,14.0
36612,247206,302507,3.0,3.0
36612,612906,302507,6.0,6.0
26192,511404,770005,28.0,28.0
8804,194403,183502,28.0,28.0
8804,183502,60904,138.0,138.0
33584,860009,713007,0.0,55.0
31820,812005,808300,22.0,22.0
216,305100,302507,6.0,6.0
39684,625107,648503,3.0,3.0
31820,795401,285208,2604.0,2604.0
36612,201700,302600,11.0,11.0
8804,596309,183502,11.0,11.0
26192,548004,511404,3.0,3.0
216,596309,302507,8.0,8.0
26192,852708,770005,8.0,8.0
39344,930004,988607,427.0,427.0
31820,967808,887603,11.0,14.0
216,230703,302507,3.0,3.0
144,318806,592204,6.0,6.0
144,243607,592204,551.0,551.0
156,291707,647801,0.0,8.0
26084,723009,302507,33.0,33.0
144,820001,592204,17.0,17.0
144,542600,592204,3.0,3.0
216,303603,302600,55.0,55.0
39684,523505,235105,0.0,28.0
7348,694802,841402,3.0,3.0
144,641608,592204,47.0,47.0
36608,947005,519707,0.0,3.0
2552,797500,782308,47.0,47.0
36612,614808,625200,14.0,14.0
144,891401,592204,3.0,3.0
156,74004,243607,6.0,6.0
8804,183502,646207,3.0,3.0
7348,713007,841402,19.0,19.0
36612,598408,625200,22.0,22.0
26192,34505,864207,17.0,17.0
31820,808300,802802,55.0,55.0
20484,980906,864809,0.0,165.0
144,16403,592204,3.0,3.0
26192,814208,864103,83.0,83.0
39684,625107,251004,110.0,110.0
216,801405,302507,28.0,28.0
144,592308,438406,551.0,551.0
36612,536702,302600,14.0,14.0
36612,598408,625200,25.0,25.0
39840,986103,862606,138.0,138.0
8804,234808,183502,41.0,41.0
36612,828501,302600,3.0,3.0
144,253103,592204,55.0,55.0
31820,890108,985702,17.0,28.0
2552,781409,607804,8.0,8.0
19392,970001,974407,0.0,41.0
5556,255409,666906,3.0,3.0
7348,515301,841402,85.0,85.0
6659,20108,674000,138.0,413.0
31820,35902,864103,28.0,28.0
144,592204,852905,6.0,6.0
10592,851207,780800,6.0,6.0
144,32406,592204,41.0,41.0
39684,625107,30805,14.0,14.0
39684,747802,625107,8.0,17.0
1168,612003,594206,33.0,33.0
144,154904,592204,14.0,14.0
36612,600102,625200,11.0,11.0
2552,176405,780800,6.0,6.0
5400,525205,862108,0.0,110.0
5556,769407,666906,11.0,11.0
39684,625107,811905,14.0,14.0
216,31600,302507,758.0,758.0
31820,35508,200905,276.0,276.0
144,250603,592204,39.0,39.0
36612,632505,302600,33.0,33.0
2912,76404,852801,827.0,827.0
26084,677008,302507,3.0,3.0
2552,851207,780800,8.0,8.0
26192,932809,860009,3.0,3.0
144,812005,592204,3.0,3.0
39684,625107,217709,11.0,11.0
144,592204,601507,138.0,138.0
2552,800101,782308,41.0,41.0
216,893500,302507,6.0,6.0
2552,781409,648503,52.0,52.0
5676,663503,610402,0.0,14.0
216,302507,290009,3.0,3.0
7348,841402,862606,570.0,570.0
216,314909,302507,3.0,3.0
5556,261203,666906,6.0,6.0
156,794305,243607,3.0,6.0
2552,782308,780800,6.0,6.0
31820,208108,585003,41.0,41.0
144,592204,597208,138.0,138.0
8804,183502,225705,17.0,17.0
26192,772202,770005,28.0,28.0
8804,262704,183502,11.0,11.0
26192,851207,770005,28.0,28.0
36612,937003,302507,3.0,3.0
144,801208,592204,8.0,8.0
144,592204,194808,6.0,6.0
5556,599006,618300,28.0,28.0
216,302507,280100,19.0,19.0
9088,76404,860009,551.0,551.0
216,18606,302507,28.0,28.0
8804,183502,250603,58.0,58.0
8804,183502,232304,19.0,19.0
144,641909,592204,551.0,551.0
144,230703,592204,3.0,3.0
216,616606,302507,14.0,14.0
216,316209,302507,110.0,110.0
36612,204709,302507,6.0,6.0
216,302507,814208,14.0,14.0
2552,781409,641608,41.0,41.0
216,850401,302507,6.0,6.0
2552,781409,646207,8.0,8.0
1168,213905,594206,14.0,14.0
216,951706,302507,8.0,8.0
26144,75806,674705,0.0,413.0
2552,781409,772202,6.0,6.0
216,299709,302600,110.0,157.0
144,592204,138507,8.0,8.0
36612,648400,625200,11.0,11.0
36612,516003,302507,17.0,17.0
216,840005,302304,28.0,41.0
2552,781409,805302,28.0,28.0
156,194901,243607,6.0,22.0
2552,864103,782308,8.0,8.0
216,194808,302507,3.0,3.0
39684,802906,625107,11.0,11.0
5556,537902,618300,14.0,14.0
8804,183502,235105,11.0,11.0
39684,625107,647801,6.0,6.0
156,243607,193307,0.0,41.0
8804,179102,183502,14.0,14.0
10664,637104,780001,8.0,8.0
39684,625107,229706,8.0,8.0
144,635607,592204,3.0,3.0
216,657108,302507,55.0,55.0
144,211204,592204,772.0,772.0
144,225809,592204,3.0,3.0
13256,610402,649205,0.0,28.0
31820,638003,887603,41.0,44.0
36612,593300,302507,19.0,19.0
216,807609,302507,3.0,3.0
144,516003,592204,17.0,17.0
1104,790408,674103,0.0,28.0
144,592204,636101,3.0,3.0
19392,911408,974407,0.0,28.0
156,235209,243607,30.0,30.0
216,32508,302507,11.0,11.0
31820,779409,770809,17.0,17.0
144,531304,592204,44.0,44.0
31820,788906,770809,17.0,17.0
5556,642009,618300,14.0,14.0
8804,36002,183502,8.0,8.0
144,229706,592204,231.0,231.0
9304,947005,930409,0.0,386.0
316,290403,16308,0.0,8.0
216,800605,302507,55.0,55.0
144,435906,592204,77.0,77.0
36612,812005,302600,3.0,3.0
36612,35902,302507,116.0,116.0
39684,625107,261307,69.0,69.0
36612,592505,302600,96.0,96.0
216,156609,302507,39.0,39.0
11392,932601,235209,0.0,14.0
36612,597000,625200,14.0,14.0
31820,895506,967808,6.0,6.0
2552,597104,782308,22.0,22.0
5556,237806,618300,6.0,6.0
216,180608,302507,11.0,11.0
5556,36905,666906,8.0,8.0
26192,870405,770005,33.0,33.0
36612,536702,302600,17.0,17.0
26192,770005,864902,157.0,157.0
156,927105,243607,138.0,138.0
39684,625107,194300,6.0,6.0
26192,864207,27802,1102.0,1102.0
144,592204,252401,3.0,3.0
216,794201,302507,3.0,3.0
8804,31808,183502,3.0,3.0
31820,638003,890108,50.0,50.0
216,191000,302507,11.0,11.0
31820,795401,887603,44.0,47.0
12248,801208,205307,0.0,55.0
216,657803,302507,55.0,55.0
144,592308,438406,430.0,430.0
36612,518009,302507,11.0,11.0
1168,600102,594206,47.0,47.0
216,302403,302507,3.0,3.0
144,533102,592204,4456.0,4456.0
144,255503,592204,22.0,22.0
26192,840109,770005,28.0,28.0
26192,985702,864207,686.0,686.0
36612,885100,302600,3.0,3.0
39684,523505,616409,0.0,14.0
26192,770005,871304,165.0,165.0
31820,797303,808300,8.0,8.0
26192,864103,864902,55.0,55.0
39684,523505,210108,0.0,6.0
2552,781409,770005,58.0,58.0
2552,781409,761104,41.0,41.0
31820,540002,585003,8.0,8.0
216,37005,302507,6.0,6.0
31820,539503,531107,11.0,11.0
36612,612802,302600,33.0,33.0
144,140403,592204,3.0,3.0
26084,709302,302507,3.0,3.0
216,648503,302507,30.0,30.0
2552,781409,251201,28.0,28.0
156,887800,243607,3.0,8.0
216,156505,302507,8.0,8.0
2552,630302,780800,6.0,6.0
36612,204709,302600,3.0,3.0
36612,216800,625200,14.0,14.0
26192,35809,770005,8.0,8.0
36612,516003,625200,143.0,143.0
39840,76404,871709,138.0,138.0
8804,183502,648503,3.0,3.0
26192,984700,864207,1929.0,1929.0
8804,180203,183502,165.0,165.0
216,180203,302507,3.0,3.0
19156,15701,862108,1378.0,1378.0
8804,183502,634801,11.0,11.0
216,302507,193307,14.0,14.0
216,716908,302507,3.0,3.0
26192,864103,863007,1378.0,1378.0
144,592204,630302,22.0,22.0
216,761405,302507,36.0,36.0
216,238601,302507,28.0,55.0
156,881408,647801,0.0,6.0
36612,39405,625200,3.0,3.0
144,592204,302304,63.0,63.0
31820,924501,35902,276.0,276.0
26192,511508,864207,14.0,14.0
216,255607,302507,110.0,110.0
31820,290901,438406,14.0,14.0
216,269101,302507,3.0,3.0
216,243607,302507,30.0,30.0
36612,582404,625200,8.0,8.0
144,640408,592204,28.0,28.0
36612,218608,625200,14.0,14.0
31820,47204,294404,138.0,138.0
216,34505,302507,11.0,11.0
26192,984700,862305,107.0,107.0
31820,595202,438406,11.0,11.0
36612,15805,302507,52.0,52.0
14516,986103,860009,0.0,579.0
156,790408,243607,74.0,74.0
33584,860009,685707,0.0,69.0
39840,76404,871709,138.0,138.0
31820,14906,35902,138.0,138.0
9304,989309,930409,0.0,386.0
36612,233805,302507,3.0,3.0
26192,767308,864207,30.0,30.0
31820,932902,984700,83.0,83.0
26084,723403,302507,17.0,17.0
31820,527807,887603,85.0,88.0
144,252401,592204,77.0,77.0
120,213905,193307,41.0,165.0
216,318505,302507,8.0,8.0
216,310202,302507,11.0,11.0
39684,190807,625107,28.0,55.0
2552,310202,782308,6.0,6.0
36612,35902,302600,22.0,22.0
26192,271309,864207,14.0,14.0
216,237908,302507,17.0,17.0
31820,810809,247206,6.0,6.0
144,318401,592204,422.0,422.0
9088,525205,676700,551.0,1102.0
156,243607,180203,0.0,8.0
1104,31600,674103,0.0,28.0
2552,179102,780800,8.0,8.0
31820,852708,761602,413.0,413.0
39684,625107,646207,6.0,6.0
31820,932902,35902,55.0,55.0
36612,861209,625200,3.0,3.0
11392,253103,235209,0.0,6.0
2552,781409,780302,55.0,55.0
216,302507,781701,41.0,58.0
216,172404,302507,8.0,8.0
216,302507,790408,3.0,3.0
31820,887603,984700,55.0,55.0
31820,527807,890108,36.0,36.0
144,100105,592204,201.0,201.0
39684,261307,625107,11.0,11.0
216,302507,792102,14.0,14.0
216,864103,302507,17.0,17.0
16632,830107,793800,138.0,138.0
216,302507,16308,3.0,3.0
36612,518403,625200,80.0,80.0
216,800205,302507,22.0,22.0
216,194403,302507,3.0,3.0
2552,290507,782308,11.0,11.0
144,525407,592204,118.0,118.0
36612,168108,625200,3.0,3.0
31820,932902,801208,72.0,99.0
31820,616706,531107,28.0,28.0
144,230900,592204,30.0,30.0
7348,713609,841402,28.0,28.0
144,613608,592204,41.0,41.0
216,194808,302507,6.0,6.0
39684,194403,625107,218.0,218.0
216,302507,538708,22.0,22.0
216,302600,27802,14743.0,15156.0
26192,888004,864207,17.0,17.0
26192,238404,864207,6.0,6.0
8804,183502,250603,14.0,14.0
26192,31600,770005,14.0,14.0
2552,597104,780800,47.0,47.0
1120,817507,438406,0.0,28.0
36612,836601,302600,30.0,30.0
2552,781409,657705,6.0,6.0
144,625605,592204,165.0,165.0
144,592204,864809,551.0,551.0
26192,801208,864902,165.0,165.0
36612,843200,302507,8.0,8.0
216,255503,302507,14.0,14.0
26084,743407,302507,11.0,11.0
26192,262704,864207,6.0,6.0
216,864103,302507,41.0,41.0
2552,781409,932809,6.0,6.0
39684,811905,625107,0.0,17.0
144,784208,592204,41.0,41.0
36612,520901,302600,94.0,94.0
2552,781409,633705,41.0,41.0
216,257602,302507,17.0,17.0
216,34505,302507,11.0,11.0
39684,770005,523505,0.0,28.0
216,610101,302507,14.0,14.0
39684,523505,34007,0.0,14.0
156,248105,243607,8.0,8.0
216,35004,302507,11.0,11.0
26192,864207,862201,149.0,149.0
144,100105,592204,201.0,201.0
36612,208108,302507,28.0,28.0
216,302507,806708,41.0,55.0
216,190807,302507,33.0,33.0
8804,30805,183502,66.0,66.0
36612,223803,302507,11.0,11.0
7348,655206,841402,52.0,52.0
216,200106,302507,41.0,41.0
36612,597000,625200,19.0,19.0
156,794201,647801,0.0,3.0
26192,223108,770005,14.0,14.0
31820,541405,531107,8.0,8.0
216,35004,31600,3.0,3.0
144,262009,592204,124.0,124.0
144,35902,592204,4147.0,4147.0
36612,554306,625200,8.0,8.0
39684,625107,190008,8.0,8.0
5556,639400,618300,28.0,28.0
216,300501,302600,6.0,28.0
39684,790408,625107,6.0,6.0
26192,179102,864207,8.0,8.0
1124,18502,887800,196.0,413.0
8804,183502,316603,14.0,14.0
8804,183502,269601,17.0,17.0
26192,763701,864207,19.0,19.0
26192,935703,864207,17.0,17.0
39684,801208,625107,11.0,11.0
8804,183502,230900,28.0,28.0
8804,183502,607908,3.0,3.0
39684,180608,625107,11.0,11.0
2552,790408,782308,149.0,149.0
216,269506,302507,83.0,83.0
216,235507,302507,3.0,3.0
216,828501,302507,11.0,11.0
36612,526503,625200,96.0,96.0
216,596309,302507,8.0,8.0
36612,632906,625200,8.0,8.0
26192,801208,773008,77.0,77.0
2552,781409,827805,11.0,11.0
26192,761104,773008,0.0,28.0
144,592204,607804,8.0,8.0
216,435906,302507,8.0,8.0
156,582005,243607,6.0,6.0
216,794201,302507,3.0,3.0
2552,781409,645100,28.0,28.0
156,932601,647801,0.0,3.0
144,780707,592204,17.0,17.0
216,526908,302507,11.0,11.0
8804,183502,310202,14.0,14.0
26192,795100,770005,28.0,28.0
8804,30006,183502,50.0,50.0
31820,435501,225508,28.0,28.0
216,801208,302507,6.0,6.0
1168,211903,594206,25.0,25.0
156,778509,243607,3.0,6.0
31820,200905,244405,138.0,138.0
7348,562707,841402,3.0,3.0
8804,597104,183502,52.0,52.0
2552,188101,780800,14.0,14.0
2552,255503,780800,14.0,14.0
1168,600102,594206,19.0,19.0
26192,883809,860009,6.0,6.0
31820,285602,770809,11.0,11.0
8804,183502,603201,3.0,3.0
156,38101,243607,19.0,19.0
5556,626006,618300,22.0,22.0
31820,895506,986103,110.0,124.0
39684,645100,625107,39.0,39.0
144,620207,592204,63.0,63.0
216,525407,302507,28.0,28.0
36612,516003,625200,58.0,58.0
216,302507,761104,3.0,3.0
216,235209,302507,22.0,22.0
39988,851508,982206,342.0,342.0
216,300304,302507,6.0,6.0
12032,837708,800309,138.0,138.0
36612,930907,302507,6.0,6.0
216,102505,302507,14.0,14.0
36612,724904,625200,3.0,3.0
39684,523505,193307,220.0,276.0
36612,843200,302600,33.0,33.0
2552,781409,797905,8.0,8.0
144,657705,592204,3.0,3.0
216,261307,302507,3.0,3.0
1168,194600,594206,28.0,28.0
36612,30107,625200,3.0,3.0
36612,300304,625200,3.0,3.0
216,150000,302507,55.0,55.0
8804,183502,620207,28.0,28.0
216,191000,302507,8.0,8.0
39684,953504,625107,0.0,6.0
6659,525205,676700,551.0,1102.0
5556,657803,666906,17.0,17.0
216,310202,302507,8.0,8.0
144,138507,592204,55.0,55.0
31820,289904,808300,28.0,28.0
31820,967808,887603,331.0,331.0
36612,812005,625200,19.0,19.0
31820,791400,770809,6.0,6.0
216,596309,302507,6.0,6.0
36612,812005,625200,14.0,14.0
144,37005,592204,124.0,124.0
156,780800,243607,17.0,17.0
36612,810809,302600,3.0,3.0
26192,864207,865106,193.0,193.0
36612,590904,625200,22.0,22.0
5556,810809,666906,6.0,6.0
216,176405,302507,3.0,3.0
26192,814208,770005,14.0,14.0
144,592204,784208,6.0,6.0
144,235707,592204,8.0,8.0
216,140403,302507,25.0,25.0
2552,630209,782308,6.0,6.0
144,592308,438406,2836.0,2836.0
2552,781409,277409,3.0,3.0
36612,39405,625200,3.0,3.0
26192,840005,864207,14.0,14.0
216,230600,302507,3.0,3.0
216,38309,302507,6.0,6.0
216,302507,299709,14.0,52.0
31820,290206,863007,380.0,750.0
31820,548004,610506,8.0,11.0
216,794305,302507,41.0,41.0
8804,183502,248105,11.0,11.0
36612,840109,625200,11.0,11.0
31820,967808,924501,96.0,105.0
216,524601,302507,14.0,14.0
216,530000,302507,3.0,3.0
36612,651008,302600,19.0,19.0
36612,604007,302507,8.0,8.0
2552,35004,782308,25.0,25.0
39684,290507,523505,3.0,6.0
2552,781409,875108,3.0,3.0
2552,781409,782308,63.0,63.0
26192,930108,864207,14.0,14.0
156,34505,243607,33.0,33.0
31820,684001,808300,14.0,14.0
36612,648400,302600,33.0,33.0
216,300304,31600,22.0,33.0
2552,582404,780800,3.0,3.0
37592,290009,887904,358.0,606.0
216,302600,27802,9231.0,9507.0
31820,985100,890108,17.0,17.0
2552,781409,893106,8.0,8.0
26192,986103,770005,44.0,44.0
216,264907,302507,17.0,17.0
216,30805,302507,6.0,6.0
216,300304,302507,110.0,110.0
26192,865106,864902,165.0,165.0
26192,871200,860009,6.0,6.0
216,801405,302600,11.0,11.0
36612,511103,625200,107.0,107.0
144,592204,841402,5511.0,5511.0
5556,778509,666906,3.0,3.0
2552,781409,780800,41.0,41.0
216,788906,31600,17.0,22.0
216,302507,648400,3.0,3.0
26192,781305,770005,28.0,28.0
14516,984700,860009,0.0,579.0
12032,830107,800402,193.0,193.0
36612,218608,302600,66.0,66.0
15448,984700,864300,0.0,386.0
31820,770809,802802,28.0,28.0
216,35207,31600,14.0,14.0
2552,235209,782308,19.0,19.0
26192,986103,770005,827.0,827.0
39684,648400,625107,11.0,11.0
31820,208108,438406,138.0,138.0
216,269101,302507,3.0,3.0
31820,542703,438406,14.0,14.0
36612,594801,625200,25.0,25.0
2552,180203,782308,28.0,28.0
36612,218608,302507,8.0,8.0
39684,625107,600909,6.0,6.0
36612,527402,625200,116.0,116.0
8804,183502,312706,44.0,44.0
216,243607,302507,55.0,55.0
216,260107,302507,22.0,22.0
2552,781409,814208,273.0,273.0
2552,250603,780800,14.0,14.0
5556,654307,666906,8.0,8.0
6112,970302,302507,0.0,14.0
2552,248504,782308,14.0,14.0
36612,638304,625200,11.0,11.0
216,780800,302507,39.0,39.0
39684,543509,625107,6.0,39.0
36612,526503,302600,28.0,28.0
31820,828501,770809,3.0,3.0
2552,592204,780800,58.0,58.0
144,434509,592204,11.0,11.0
36612,836000,302600,17.0,17.0
8804,314909,183502,17.0,17.0
216,302507,288308,6.0,6.0
2072,640408,580300,0.0,471.0
26192,597104,864207,14.0,14.0
31820,920002,984700,168.0,168.0
36612,817403,302507,6.0,6.0
10664,651807,780001,3.0,3.0
2552,781409,843408,17.0,17.0
120,967808,864902,193.0,827.0
31820,538708,531107,11.0,11.0
39684,523505,597208,14.0,55.0
7348,696102,841402,33.0,33.0
156,890108,647801,0.0,6.0
216,302507,805800,551.0,661.0
12604,860009,438406,0.0,55.0
2552,255607,782308,6.0,6.0
26192,852708,770005,3.0,3.0
8804,183502,210108,41.0,41.0
26192,984700,864902,2342.0,2342.0
2552,781409,271309,25.0,25.0
2552,264907,780800,3.0,3.0
156,797303,243607,69.0,69.0
216,538708,302507,6.0,6.0
5556,810809,666906,14.0,14.0
39684,812005,625107,17.0,17.0
216,299709,302600,0.0,33.0
8804,318401,183502,11.0,11.0
13256,690200,648400,0.0,28.0
36612,525002,302600,179.0,179.0
36612,887904,302507,28.0,28.0
144,860009,592204,3.0,3.0
156,253103,243607,14.0,14.0
36612,228807,302507,6.0,6.0
144,592204,30805,6.0,6.0
216,588302,302507,3.0,3.0
2552,435906,780800,8.0,8.0
216,144508,302507,30.0,30.0
8804,510401,183502,11.0,11.0
144,592204,250603,6.0,6.0
5400,525205,863007,0.0,276.0
144,592204,780001,163.0,163.0
2552,261203,780800,8.0,8.0
216,35004,302507,14.0,14.0
156,177408,243607,3.0,3.0
31820,436006,585003,8.0,8.0
31820,895506,984700,557.0,557.0
216,803307,302507,11.0,11.0
8804,183502,245304,6.0,6.0
216,801301,31600,22.0,22.0
216,302507,285602,14.0,39.0
36612,740702,625200,8.0,8.0
8804,183502,640003,11.0,11.0
8804,183502,233608,28.0,28.0
8804,230309,183502,8.0,8.0
216,801405,302507,28.0,28.0
36612,835308,302600,6.0,6.0
26192,801208,864902,204.0,204.0
8804,183502,216208,72.0,72.0
26192,890108,864207,8.0,8.0
2552,781409,652706,6.0,6.0
1196,830107,805800,55.0,55.0
216,215807,302507,3.0,3.0
216,623703,302507,11.0,11.0
31820,616803,585003,8.0,8.0
36612,582607,302600,17.0,17.0
8804,530000,183502,11.0,11.0
13804,761602,193006,0.0,41.0
31820,208201,438406,14.0,14.0
31820,288308,585003,3.0,3.0
2552,932601,782308,3.0,3.0
216,743407,302507,11.0,11.0
216,648503,302507,30.0,30.0
39684,523505,228402,0.0,19.0
39684,523505,616502,0.0,11.0
5556,34308,666906,6.0,6.0
26084,716908,302507,3.0,3.0
2552,781409,248504,94.0,94.0
144,592204,871802,463.0,463.0
15600,31600,653003,0.0,8.0
5556,791608,666906,3.0,3.0
1168,211903,594206,94.0,94.0
144,186801,592204,6.0,6.0
8804,183502,210108,41.0,41.0
2552,781409,252401,28.0,28.0
144,665602,592204,6.0,6.0
144,592204,646207,3.0,3.0
5556,300304,618300,14.0,14.0
216,871200,302507,6.0,6.0
31820,540002,438406,3.0,3.0
216,775003,302507,3.0,3.0
216,792102,302507,6.0,6.0
216,257800,302507,3.0,3.0
10664,721605,780001,11.0,11.0
26192,850007,864207,11.0,11.0
2552,781409,904404,11.0,11.0
216,302600,773008,413.0,551.0
216,641608,302507,6.0,6.0
26084,727902,302507,3.0,3.0
216,231602,302507,3.0,3.0
216,180203,302507,3.0,3.0
31820,924501,775408,185.0,185.0
31820,887603,35902,413.0,413.0
216,524601,302507,14.0,14.0
36612,216800,302507,8.0,8.0
7348,841402,863100,1576.0,1576.0
2552,781409,887001,6.0,6.0
26192,723009,511404,3.0,3.0
144,850308,592204,14.0,14.0
31820,887603,612003,14.0,28.0
36612,648400,302600,14.0,14.0
7348,793209,841402,6.0,6.0
216,290507,302507,6.0,6.0
8804,657705,183502,11.0,11.0
36612,882506,302507,44.0,44.0
216,172404,302507,11.0,11.0
2552,318401,780800,3.0,3.0
144,434509,592204,130.0,130.0
216,190900,302507,3.0,3.0
31820,985100,887603,130.0,132.0
36612,613400,302507,6.0,6.0
216,520901,302507,8.0,8.0
144,592204,210305,36.0,36.0
26192,770300,770005,28.0,28.0
144,592204,188101,14.0,14.0
26192,663503,511404,3.0,3.0
156,513109,243607,3.0,3.0
144,601507,592204,209.0,209.0
26192,892103,864207,14.0,14.0
39684,523505,236305,0.0,41.0
31820,811905,808300,8.0,8.0
36612,641608,302600,19.0,19.0
216,522803,31600,44.0,55.0
26192,780800,864207,14.0,14.0
39684,596309,625107,6.0,6.0
216,302507,863702,0.0,185.0
39684,523505,36002,0.0,28.0
26192,986103,864207,364.0,364.0
144,592204,657705,6.0,6.0
36612,583506,302600,39.0,39.0
216,174109,302507,39.0,39.0
216,529802,302507,25.0,25.0
25444,979504,931505,0.0,551.0
144,592204,522409,6.0,6.0
796,197007,888004,3.0,14.0
216,38309,302507,3.0,3.0
2552,510401,782308,3.0,3.0
26084,747802,302507,14.0,14.0
1104,892103,674103,0.0,28.0
216,35004,302507,3.0,3.0
39684,625107,610900,8.0,8.0
36612,204709,302507,25.0,25.0
216,840109,302507,14.0,14.0
144,610402,592204,96.0,96.0
144,592308,243607,179.0,179.0
2552,781409,275808,3.0,3.0
144,641909,592204,193.0,193.0
8804,630302,183502,3.0,3.0
216,35004,302507,28.0,138.0
7348,841402,864902,311.0,311.0
216,143702,302507,3.0,3.0
216,801405,302507,3.0,3.0
31820,895506,967808,83.0,83.0
26192,864207,864902,276.0,276.0
216,30805,302507,6.0,6.0
26192,510401,770005,28.0,28.0
8804,183502,620508,8.0,8.0
144,592204,781803,121.0,121.0
26192,864207,860009,72.0,72.0
216,265007,302507,55.0,55.0
796,797303,888004,3.0,14.0
7348,841402,863702,832.0,832.0
36612,836000,302600,11.0,11.0
216,302507,240000,14.0,14.0
156,647801,243607,33.0,33.0
36612,238404,302600,6.0,6.0
216,61201,302507,44.0,44.0
144,521001,592204,623.0,623.0
216,641400,302507,22.0,22.0
39684,625107,285602,22.0,22.0
36612,526908,302507,3.0,3.0
2552,797407,782308,3.0,3.0
26192,890108,770005,28.0,28.0
7732,18502,865106,276.0,276.0
144,592204,636807,11.0,11.0
31820,587704,890108,33.0,33.0
156,798607,243607,3.0,6.0
20484,985702,863100,0.0,69.0
156,194808,243607,33.0,33.0
7348,841402,863806,978.0,978.0
36612,582607,625200,14.0,14.0
5400,970406,871802,0.0,276.0
36612,35902,302507,130.0,130.0
36612,586504,302600,47.0,47.0
216,597104,302507,8.0,8.0
144,176405,592204,28.0,28.0
4928,713007,888305,110.0,165.0
156,258107,243607,8.0,8.0
8804,183502,237609,11.0,11.0
36612,530405,625200,19.0,19.0
7348,706709,841402,287.0,287.0
216,230600,302507,6.0,6.0
216,147008,302507,41.0,41.0
216,40101,302507,11.0,11.0
36612,541405,302600,36.0,36.0
560,967102,863806,0.0,413.0
36612,614808,302507,3.0,3.0
216,641400,302507,22.0,22.0
144,438603,592204,6.0,6.0
216,932809,302507,3.0,3.0
216,240000,302507,55.0,55.0
26192,864103,863007,265.0,265.0
26192,511404,864207,14.0,14.0
26192,302507,864902,234.0,234.0
31820,924501,985702,160.0,160.0
5556,525604,618300,6.0,6.0
216,582005,302507,6.0,6.0
216,30805,302507,6.0,6.0
156,760402,243607,8.0,8.0
144,592204,863907,827.0,827.0
