sender_code,sender_point_id,recipient_point_id,MIN,MAX
36612,516003,302600,105.0,105.0
2552,781409,258003,50.0,50.0
19392,927105,974407,0.0,14.0
36612,633300,302600,55.0,55.0
5556,253809,666906,3.0,3.0
8804,183502,220504,28.0,28.0
26192,180203,770005,28.0,28.0
39684,625107,250603,11.0,11.0
39684,625107,642102,3.0,3.0
216,238601,302507,41.0,110.0
144,230807,592204,3.0,3.0
216,261203,302507,6.0,6.0
144,592204,190205,3.0,3.0
144,248105,592204,6.0,6.0
216,790408,302507,6.0,6.0
144,790408,592204,8.0,8.0
36612,317606,302600,3.0,3.0
216,871200,302507,6.0,6.0
8804,199801,183502,121.0,121.0
2552,761602,780800,14.0,14.0
2152,864207,674000,0.0,882.0
31820,247206,653200,248.0,248.0
2552,781409,782308,3.0,3.0
216,302507,806708,41.0,55.0
1168,612003,594206,118.0,118.0
216,194808,302507,6.0,6.0
39684,701809,523505,6.0,19.0
13804,940006,193006,0.0,8.0
31820,47204,36500,204.0,204.0
216,230703,302507,17.0,17.0
5556,225300,618300,25.0,25.0
8804,183502,202205,3.0,3.0
144,237401,592204,28.0,28.0
2552,781409,646207,6.0,6.0
216,310202,302507,8.0,8.0
2552,645100,782308,8.0,8.0
144,954704,592204,3.0,3.0
144,592204,863907,2127.0,2127.0
39684,523505,238508,14.0,55.0
36612,596101,302507,3.0,3.0
144,310202,592204,3.0,3.0
2552,982102,780800,6.0,6.0
144,592204,224204,33.0,33.0
216,32508,302507,3.0,3.0
156,202008,243607,6.0,6.0
216,828501,31600,6.0,6.0
9088,76404,860009,637.0,637.0
2552,781409,882506,6.0,6.0
31820,220504,890108,19.0,19.0
216,761104,302507,3.0,3.0
28344,930004,984700,427.0,427.0
5556,191000,618300,28.0,28.0
216,194403,302507,3.0,3.0
5556,612003,618300,28.0,28.0
26192,890907,864207,17.0,17.0
216,843200,302507,3.0,3.0
39684,34505,625107,6.0,22.0
36612,302600,806708,33.0,33.0
36580,723403,238601,0.0,14.0
216,230900,31600,6.0,6.0
26192,864207,860009,138.0,138.0
36612,201503,625200,3.0,3.0
31820,200905,294404,28.0,28.0
216,265007,302507,55.0,55.0
144,243607,592204,2756.0,2756.0
36612,973705,302600,3.0,3.0
5556,248504,618300,14.0,14.0
144,145201,592204,28.0,28.0
216,610402,302507,22.0,22.0
31820,887603,35902,402.0,402.0
144,592204,601507,22.0,22.0
26192,984700,864103,358.0,358.0
5556,792102,666906,6.0,6.0
36612,208108,625200,25.0,25.0
39684,625107,215807,11.0,11.0
39684,510100,625107,0.0,22.0
36612,530405,625200,8.0,8.0
144,592204,196502,11.0,11.0
144,61502,592204,17.0,17.0
144,663503,592204,6.0,6.0
19156,985702,863505,276.0,276.0
144,150000,592204,69.0,69.0
10664,820001,780001,3.0,3.0
31820,73001,47204,6.0,6.0
31820,438603,887603,11.0,11.0
36612,253601,302600,11.0,11.0
144,592204,862606,653.0,653.0
2552,781409,637104,11.0,11.0
1104,235209,674103,0.0,28.0
2552,781409,768207,33.0,33.0
5400,525205,862108,0.0,276.0
144,32508,592204,11.0,11.0
216,261307,302507,3.0,3.0
216,780302,302507,11.0,11.0
26192,864207,864103,28.0,28.0
2596,16009,887603,0.0,138.0
6659,76404,860009,1188.0,1188.0
216,302507,588904,22.0,22.0
216,302507,435408,4960.0,4960.0
39684,194808,625107,127.0,127.0
36580,984502,238601,0.0,14.0
7348,717008,841402,17.0,17.0
7348,774602,841402,19.0,19.0
216,800605,31600,14.0,14.0
2552,510100,782308,6.0,6.0
144,224204,592204,135.0,135.0
26192,250603,773008,0.0,3.0
216,904508,302507,3.0,3.0
2552,179102,782308,6.0,6.0
2552,806409,781409,14.0,14.0
36612,594801,302507,22.0,22.0
36612,930907,302507,19.0,19.0
144,650005,592204,14.0,14.0
36612,600102,625200,11.0,11.0
216,592204,302507,3.0,3.0
2552,271309,782308,11.0,11.0
216,801208,302507,6.0,6.0
144,596309,592204,22.0,22.0
5556,228402,618300,8.0,8.0
14516,984700,860009,0.0,964.0
12248,864207,205307,0.0,55.0
36612,826807,625200,3.0,3.0
216,302507,295801,3.0,3.0
144,592204,222800,193.0,193.0
216,831504,31600,6.0,6.0
5556,611602,618300,14.0,14.0
11392,250904,235209,0.0,8.0
26192,780209,864207,14.0,14.0
8804,183502,220203,17.0,17.0
144,592204,602406,11.0,11.0
36580,930108,238601,0.0,8.0
39684,523505,520102,0.0,28.0
216,760205,302507,6.0,6.0
26192,638003,770005,14.0,14.0
4928,713007,888004,14.0,41.0
26192,548004,511404,3.0,3.0
144,636807,592204,19.0,19.0
31820,932902,795401,174.0,174.0
2552,781409,921202,3.0,3.0
5556,639608,666906,6.0,6.0
144,592204,831203,14.0,14.0
144,592204,53506,8.0,8.0
156,243607,194808,0.0,6.0
144,592204,261307,267.0,267.0
19516,986103,871802,0.0,964.0
216,302507,318401,6.0,6.0
26192,932601,864207,50.0,50.0
216,616606,302507,14.0,14.0
10592,525500,780800,11.0,11.0
8804,183502,290507,11.0,11.0
19392,927105,974407,0.0,14.0
216,610101,302507,14.0,14.0
12032,830304,800402,220.0,220.0
144,592204,220504,17.0,17.0
2552,781409,937003,6.0,6.0
216,302507,15400,2480.0,2756.0
144,592204,234808,242.0,242.0
26192,864103,863007,276.0,276.0
216,761104,302507,6.0,6.0
144,592204,220504,6.0,6.0
26192,888409,864207,14.0,14.0
36612,974303,302600,3.0,3.0
144,592204,243607,39.0,39.0
216,16009,302507,3.0,3.0
26192,521001,773008,551.0,551.0
144,592204,520009,3.0,3.0
26192,211903,770005,94.0,94.0
2552,781409,925100,8.0,8.0
144,592204,188205,6.0,6.0
5556,253508,666906,3.0,3.0
216,27802,302507,28.0,138.0
5556,194901,666906,3.0,3.0
216,261203,302507,3.0,3.0
39684,523505,596402,14.0,83.0
2552,781409,650804,30.0,30.0
216,302507,513306,6.0,6.0
8804,183502,657803,14.0,14.0
8804,761405,183502,11.0,11.0
5556,252401,666906,6.0,6.0
216,302507,525500,6.0,6.0
26084,700100,302507,14.0,14.0
144,655901,592204,3.0,3.0
216,302507,220504,3.0,3.0
216,314909,302507,3.0,3.0
19156,76404,863007,276.0,276.0
156,780800,647801,0.0,3.0
2552,193307,780800,19.0,19.0
39840,986103,871709,276.0,276.0
19516,986103,863806,0.0,386.0
216,700100,302507,14.0,14.0
26192,35004,864207,14.0,14.0
216,892103,302507,3.0,3.0
36612,843200,625200,14.0,14.0
216,302507,863702,562.0,606.0
216,302600,773008,413.0,551.0
156,851207,647801,0.0,6.0
120,864601,864705,41.0,138.0
39684,625107,817901,39.0,39.0
216,247206,302600,0.0,138.0
26192,525205,864902,843.0,843.0
216,302507,35508,55.0,91.0
36612,517400,302507,17.0,17.0
33716,613608,535803,0.0,276.0
36612,139406,625200,3.0,3.0
144,592204,840109,3.0,3.0
144,592204,210907,6.0,6.0
36612,519603,302507,14.0,14.0
39684,625107,234808,41.0,41.0
5556,614901,618300,28.0,28.0
36612,35902,302600,11.0,11.0
39684,625107,645806,3.0,3.0
31820,648400,864103,6.0,6.0
31820,288308,770809,19.0,19.0
144,592204,806803,33.0,33.0
26192,800101,864207,14.0,14.0
144,592204,784208,3.0,3.0
144,592204,655206,1102.0,1102.0
36612,285208,302507,22.0,22.0
36612,582607,625200,14.0,14.0
156,659404,243607,3.0,8.0
31820,932902,35902,121.0,121.0
144,592204,310109,3.0,3.0
7348,841402,864809,2488.0,2488.0
2552,781409,851207,245.0,245.0
216,310202,302507,6.0,6.0
216,269402,302507,11.0,11.0
2552,781409,828501,69.0,69.0
144,592204,851207,3.0,3.0
120,865106,864705,110.0,827.0
2552,781409,800605,55.0,55.0
144,637301,592204,22.0,22.0
2552,781409,874603,17.0,17.0
144,592204,225601,41.0,41.0
31820,887603,932902,174.0,187.0
5556,524902,618300,6.0,6.0
39684,982102,625107,77.0,77.0
36612,223803,625200,14.0,14.0
39684,261203,625107,3.0,6.0
156,651807,243607,3.0,3.0
2552,253103,780800,3.0,3.0
31820,280100,770809,6.0,6.0
31820,540002,531107,3.0,3.0
8804,183502,200002,28.0,28.0
156,289707,243607,44.0,44.0
144,616502,592204,11.0,11.0
2552,890108,780800,3.0,3.0
20484,980906,864809,0.0,551.0
216,510007,302507,3.0,3.0
144,620404,592204,8.0,8.0
8804,521001,183502,601.0,601.0
144,210708,592204,3.0,3.0
144,592204,216208,185.0,185.0
8804,183502,632505,11.0,11.0
144,592204,646207,19.0,19.0
144,801405,592204,3.0,3.0
11748,801208,612003,0.0,41.0
2552,180608,780800,25.0,25.0
144,521603,592204,52.0,52.0
144,592204,525500,8.0,8.0
216,193307,289406,179.0,358.0
216,235209,302507,22.0,22.0
2552,781409,270109,47.0,47.0
5556,236305,618300,14.0,14.0
144,513109,592204,160.0,160.0
26192,801208,773008,496.0,496.0
8804,531304,183502,25.0,25.0
2552,781409,761602,28.0,28.0
216,780800,302507,3.0,3.0
560,863806,862409,0.0,1378.0
216,51708,302600,0.0,3.0
216,302507,238601,3.0,3.0
39840,76404,865208,28.0,28.0
8804,638003,183502,14.0,14.0
32020,800309,864103,0.0,83.0
36612,613608,302600,28.0,28.0
36612,15805,302507,22.0,22.0
26192,199801,864207,28.0,28.0
31820,797407,770809,14.0,14.0
216,183606,302507,41.0,110.0
26192,657606,770005,28.0,28.0
2552,781409,269101,11.0,11.0
31820,14906,35902,138.0,138.0
2552,194808,782308,11.0,11.0
39684,625107,806708,28.0,28.0
216,630302,31600,3.0,3.0
31820,864103,612003,14.0,28.0
156,927800,243607,3.0,3.0
26192,781701,770005,28.0,28.0
2552,291707,782308,3.0,3.0
4928,713609,888004,14.0,41.0
144,601507,592204,33.0,33.0
144,592204,438603,22.0,22.0
36612,793209,625200,8.0,8.0
26192,904404,860009,6.0,6.0
26192,986103,864902,1609.0,1609.0
144,510100,592204,58.0,58.0
5556,205307,618300,8.0,8.0
2552,794305,780800,25.0,25.0
36612,692807,302507,6.0,6.0
39684,625107,253103,28.0,28.0
26192,890108,860009,6.0,6.0
216,302507,435408,4960.0,5511.0
7348,960103,841402,3.0,3.0
31820,648400,864103,22.0,22.0
216,635607,31600,14.0,14.0
36612,593300,302507,22.0,22.0
216,302507,230600,17.0,17.0
144,592204,318401,105.0,105.0
31820,980200,924501,55.0,55.0
144,982102,592204,6.0,6.0
2552,781409,649205,6.0,6.0
144,522409,592204,69.0,69.0
26192,864207,864902,380.0,380.0
36612,828501,302600,3.0,3.0
5556,814208,666906,22.0,22.0
36612,646902,625200,11.0,11.0
26192,648503,770005,28.0,28.0
36612,828501,302507,6.0,6.0
144,200905,592204,44.0,44.0
2552,781409,251004,41.0,41.0
144,597104,592204,99.0,99.0
144,233608,592204,28.0,28.0
216,592204,302507,3.0,3.0
5556,817600,666906,6.0,6.0
8804,183502,305100,55.0,55.0
39684,523505,592401,14.0,33.0
216,261307,302507,3.0,3.0
216,302507,610402,28.0,44.0
216,716607,302507,3.0,3.0
36612,516003,302600,85.0,85.0
216,27802,302507,30.0,30.0
144,803307,592204,11.0,11.0
216,951706,302507,8.0,8.0
216,302507,594206,14.0,83.0
31820,542703,531107,130.0,130.0
36612,207406,302600,96.0,96.0
31820,980200,890108,28.0,28.0
144,592204,513109,74.0,74.0
36612,767007,302600,14.0,14.0
216,262704,302507,6.0,6.0
1168,602503,594206,19.0,19.0
36612,238404,302600,3.0,3.0
156,641400,243607,41.0,41.0
144,526908,592204,6.0,6.0
144,542703,592204,6.0,6.0
26192,864207,862201,138.0,138.0
2552,781409,240000,14.0,14.0
36612,827805,302600,3.0,3.0
2552,781409,646902,19.0,19.0
39684,523505,220504,55.0,110.0
2552,781409,797407,14.0,14.0
216,597104,302507,6.0,6.0
26192,985702,864902,143.0,143.0
5556,641608,618300,55.0,55.0
6892,288308,811905,0.0,33.0
216,191000,302507,11.0,11.0
8804,34505,183502,22.0,22.0
39684,625107,607607,6.0,6.0
216,640003,302507,6.0,6.0
216,611903,302507,14.0,14.0
216,302507,289503,14.0,52.0
216,302507,225705,3.0,3.0
216,302507,235105,3.0,3.0
31820,314909,585003,14.0,14.0
144,540002,592204,6.0,6.0
7348,841402,863204,36.0,36.0
144,592204,229706,237.0,237.0
144,513306,592204,88.0,88.0
26192,533102,770005,28.0,28.0
31820,283908,770809,36.0,36.0
216,780302,31600,22.0,33.0
36612,300304,302507,11.0,11.0
1168,207904,594206,63.0,63.0
31820,650804,808300,14.0,14.0
156,289707,243607,3.0,19.0
5556,226708,618300,14.0,14.0
144,911408,592204,6.0,6.0
2552,521001,780800,102.0,102.0
216,174109,302507,19.0,19.0
31820,18502,887603,606.0,606.0
5556,434509,618300,14.0,14.0
36612,988804,302600,3.0,3.0
144,645806,592204,91.0,91.0
26192,35902,770005,827.0,827.0
6112,712201,302507,0.0,28.0
26192,302507,864103,369.0,369.0
144,157705,592204,3.0,3.0
156,251108,647801,0.0,3.0
31820,527008,585003,17.0,17.0
144,592204,780707,6.0,6.0
216,199801,302507,17.0,17.0
144,194300,592204,91.0,91.0
216,318505,302507,8.0,8.0
144,302600,592204,44.0,44.0
216,780800,302507,39.0,39.0
39684,523505,234102,0.0,14.0
26192,864207,770005,6.0,6.0
144,592204,215506,3.0,3.0
7348,841402,863907,63.0,63.0
31820,812005,247206,6.0,6.0
26192,248105,864207,11.0,11.0
144,648503,592204,3.0,3.0
26192,538708,770005,14.0,14.0
26084,546403,302507,19.0,19.0
216,597104,302507,8.0,8.0
31820,980200,887603,132.0,135.0
8804,235105,183502,6.0,6.0
7348,852708,841402,22.0,22.0
144,524601,592204,3.0,3.0
26192,781305,770005,28.0,28.0
36612,592505,625200,25.0,25.0
144,592204,31600,3.0,3.0
36580,927800,238601,0.0,8.0
39684,625107,645806,11.0,11.0
216,302403,302507,22.0,22.0
216,27802,302507,28.0,138.0
216,253103,302507,8.0,8.0
144,231000,592204,66.0,66.0
144,592204,318505,47.0,47.0
5556,194300,666906,3.0,3.0
144,520704,592204,276.0,276.0
31820,540500,531107,22.0,22.0
26192,851207,770005,28.0,28.0
216,199801,302507,6.0,6.0
216,314909,302507,3.0,3.0
216,770103,302507,8.0,8.0
216,510007,302304,6.0,6.0
216,760205,302507,6.0,6.0
144,794201,592204,3.0,3.0
216,302507,918206,193.0,220.0
26192,864207,864809,33.0,33.0
36612,35902,625200,176.0,176.0
2552,794201,780800,3.0,3.0
5556,657907,618300,55.0,55.0
31820,920002,967808,74.0,74.0
144,592204,863100,551.0,551.0
39684,625107,246608,6.0,6.0
7348,841402,655206,708.0,708.0
36612,829504,625200,11.0,11.0
39684,625107,289904,6.0,6.0
216,800605,31600,14.0,14.0
36612,595202,302600,50.0,50.0
36612,673609,302600,11.0,11.0
2552,655206,780800,6.0,6.0
31820,638003,924501,88.0,88.0
216,30909,302507,6.0,6.0
11392,984502,235209,0.0,3.0
36612,228807,302600,11.0,11.0
36612,636807,625200,33.0,33.0
31820,255607,808300,14.0,14.0
2552,238601,780800,61.0,61.0
156,630302,243607,14.0,14.0
5556,620207,618300,14.0,14.0
216,510401,302304,28.0,41.0
36612,204605,302507,63.0,63.0
144,535502,592204,6.0,6.0
216,250603,302507,6.0,6.0
216,761602,302507,8.0,8.0
8804,183502,310109,14.0,14.0
216,530000,302507,8.0,8.0
26192,870405,770005,25.0,25.0
216,144508,302507,3.0,3.0
36612,829504,302507,3.0,3.0
216,250603,302507,17.0,17.0
216,302403,302507,22.0,22.0
5556,800205,666906,11.0,11.0
26192,723009,511404,3.0,3.0
26192,525205,864103,110.0,110.0
39684,625107,202205,8.0,8.0
796,799101,888004,3.0,8.0
31820,512303,887603,14.0,17.0
216,205400,302507,41.0,41.0
26192,864103,864207,52.0,52.0
216,235105,302507,8.0,8.0
36612,521406,302600,118.0,118.0
9124,795100,511508,0.0,17.0
36612,651309,302600,28.0,28.0
36612,248105,302507,3.0,3.0
2552,781409,255409,138.0,138.0
144,521001,592204,2260.0,2260.0
9124,927105,511508,0.0,8.0
20484,985702,864809,0.0,413.0
216,32508,302507,11.0,11.0
2552,781409,636101,6.0,6.0
26192,860009,864207,14.0,14.0
216,61502,302507,8.0,8.0
36612,200708,302600,69.0,69.0
39684,625107,630505,30.0,30.0
144,592204,240000,3.0,3.0
31820,183907,887603,8.0,11.0
36612,526503,302507,3.0,3.0
39684,523505,288308,0.0,14.0
216,61502,302507,11.0,11.0
36612,646009,625200,3.0,3.0
144,251108,592204,17.0,17.0
2552,913403,780800,3.0,3.0
36612,652301,302600,14.0,14.0
7348,841402,863100,2450.0,2450.0
31820,648109,887603,3.0,6.0
216,302507,234808,6.0,6.0
36612,203104,625200,8.0,8.0
36612,956004,302600,6.0,6.0
13788,980906,864809,0.0,69.0
36612,530405,302600,30.0,30.0
216,18606,302507,28.0,28.0
31820,864103,890108,113.0,138.0
156,510007,243607,8.0,8.0
216,255503,302507,14.0,14.0
36612,861209,625200,8.0,8.0
144,592204,933106,41.0,41.0
26192,194403,864207,3.0,3.0
31820,531107,294404,55.0,55.0
8804,290507,183502,22.0,22.0
31820,267002,247206,11.0,11.0
31820,436006,247206,3.0,3.0
31820,255607,770809,25.0,25.0
216,525500,302507,17.0,17.0
144,592204,648109,6.0,6.0
156,289503,647801,0.0,3.0
26192,864902,865208,1378.0,1378.0
216,261307,302507,3.0,3.0
26192,438603,770005,28.0,28.0
144,817600,592204,3.0,3.0
31820,920002,984700,69.0,69.0
216,795609,302507,3.0,3.0
36612,515301,302507,14.0,14.0
31820,527807,890108,11.0,11.0
156,438603,243607,6.0,6.0
19516,525205,864002,0.0,579.0
144,592204,597706,22.0,22.0
2552,781409,871304,8.0,8.0
456,27802,887904,138.0,138.0
5556,510007,618300,3.0,3.0
216,891401,302507,3.0,3.0
144,510007,592204,138.0,138.0
216,302507,526908,19.0,25.0
10664,30805,780001,3.0,3.0
36612,244602,302600,3.0,3.0
144,592204,255503,6.0,6.0
216,194808,302507,41.0,110.0
26192,985702,864902,413.0,413.0
36612,793209,302507,3.0,3.0
216,264907,302507,11.0,11.0
31820,980200,924501,36.0,36.0
36612,225300,302600,14.0,14.0
26192,864207,871304,102.0,102.0
144,671707,592204,3.0,3.0
144,234808,592204,17.0,17.0
39684,761104,625107,6.0,6.0
8804,183502,306006,11.0,11.0
39684,523505,237908,83.0,303.0
36612,613608,302600,116.0,116.0
216,215506,302507,3.0,3.0
144,592204,863806,276.0,276.0
36612,526804,302507,8.0,8.0
26192,525205,864103,80.0,80.0
36612,316707,302600,3.0,3.0
2552,781409,930907,3.0,3.0
12248,205400,887904,0.0,102.0
216,202101,302507,69.0,138.0
5556,222001,618300,55.0,55.0
31820,288009,585003,14.0,14.0
31820,924501,967808,83.0,83.0
216,138206,302507,8.0,8.0
216,61201,302507,44.0,44.0
7348,562800,841402,17.0,17.0
31820,932902,986103,6.0,14.0
2552,761405,782308,33.0,33.0
156,639608,243607,3.0,6.0
456,27802,887904,138.0,193.0
31820,967808,890108,102.0,138.0
8804,183502,310607,33.0,33.0
216,904508,302507,3.0,3.0
36612,954403,302600,11.0,11.0
39684,625107,31808,14.0,14.0
216,619500,302507,14.0,14.0
144,137307,592204,130.0,130.0
2552,781409,935807,6.0,6.0
216,250603,302507,6.0,6.0
19392,954704,974407,0.0,276.0
156,255409,243607,6.0,6.0
156,240000,243607,3.0,14.0
36612,633300,302507,17.0,17.0
26084,716607,302507,3.0,3.0
26192,771500,770005,28.0,28.0
26192,723009,511404,3.0,3.0
216,592401,302507,3.0,3.0
16596,930004,984700,1367.0,1367.0
8804,183502,633300,19.0,19.0
144,592401,592204,28.0,28.0
31820,618601,531107,25.0,25.0
26192,700007,864207,17.0,17.0
216,16308,302507,8.0,8.0
26192,763701,770005,6.0,6.0
216,235105,302507,11.0,11.0
1196,831504,805800,55.0,55.0
144,623600,592204,33.0,33.0
36612,861209,625200,3.0,3.0
16596,930004,984700,1196.0,1196.0
216,620103,302507,14.0,14.0
216,851207,302507,14.0,14.0
2552,253103,782308,127.0,127.0
144,592204,613805,22.0,22.0
144,592204,230402,8.0,8.0
19392,954704,962109,0.0,41.0
216,30805,302507,41.0,41.0
144,180608,592204,36.0,36.0
2552,781409,271309,99.0,99.0
216,180608,302507,11.0,11.0
26192,261203,864207,14.0,14.0
1168,193307,594206,33.0,33.0
8804,806409,183502,28.0,28.0
216,145201,302507,33.0,33.0
216,213905,302507,0.0,8.0
216,792102,302507,6.0,6.0
26192,770005,864902,165.0,165.0
26192,716908,864207,30.0,30.0
36612,832600,625200,3.0,3.0
31820,208108,435501,28.0,28.0
144,810006,592204,14.0,14.0
5556,852905,666906,3.0,3.0
216,235105,302507,11.0,11.0
26192,864207,864809,83.0,83.0
36612,204605,625200,3.0,3.0
8804,183502,307500,6.0,6.0
12248,817507,205307,0.0,110.0
144,592204,233805,25.0,25.0
39684,625107,220504,6.0,6.0
5556,597104,618300,14.0,14.0
39684,220504,625107,6.0,6.0
144,61201,592204,3.0,3.0
216,190807,302507,39.0,39.0
5556,657803,666906,17.0,17.0
8804,183502,262704,47.0,47.0
5556,828501,666906,22.0,22.0
36612,244602,625200,3.0,3.0
144,592204,255409,22.0,22.0
31820,790906,770809,17.0,17.0
216,299709,302600,110.0,110.0
26084,35508,302507,110.0,110.0
216,864207,302507,14.0,14.0
216,176405,302507,6.0,6.0
39684,264907,625107,11.0,11.0
31820,289503,585003,3.0,3.0
144,235209,592204,187.0,187.0
2552,261307,780800,36.0,36.0
156,435906,243607,17.0,17.0
2552,780800,781409,2480.0,2480.0
216,302507,863907,1212.0,1212.0
456,27802,805800,344.0,344.0
216,529802,302507,25.0,25.0
144,30805,592204,33.0,33.0
156,40008,243607,17.0,17.0
39684,650005,625107,0.0,6.0
36612,208108,302507,6.0,6.0
144,210907,592204,50.0,50.0
144,932601,592204,33.0,33.0
144,592204,194300,350.0,350.0
2552,982403,782308,3.0,3.0
144,623703,592204,96.0,96.0
5556,511404,618300,14.0,14.0
216,156505,302507,8.0,8.0
39684,719605,625107,6.0,6.0
28344,930004,984700,427.0,427.0
156,857400,243607,3.0,14.0
144,592204,183606,8.0,8.0
39684,530000,625107,11.0,11.0
144,592204,291707,3.0,3.0
156,288308,243607,11.0,11.0
216,20108,302507,3.0,88.0
156,261307,243607,19.0,19.0
2552,284008,782308,3.0,3.0
144,625003,592204,14.0,14.0
216,827805,302507,3.0,3.0
36612,613307,302507,3.0,3.0
1168,435906,594206,11.0,11.0
36612,651309,302600,44.0,44.0
31820,200905,225508,378.0,378.0
2552,314909,782308,6.0,6.0
144,521001,592204,110.0,110.0
144,592204,194403,14.0,14.0
216,302507,862907,0.0,174.0
144,532006,592204,14.0,14.0
216,61502,302507,8.0,8.0
2552,781409,871408,8.0,8.0
36612,249305,625200,3.0,3.0
144,592204,872504,61.0,61.0
216,302507,250603,6.0,6.0
144,255607,592204,14.0,14.0
216,261307,302507,3.0,3.0
216,255908,302507,83.0,83.0
31820,820001,808300,41.0,41.0
8804,532805,183502,8.0,8.0
12248,817507,205307,0.0,83.0
11392,690200,235209,0.0,6.0
3188,850308,988607,85.0,85.0
39684,510007,625107,14.0,61.0
5556,300200,618300,14.0,14.0
26192,932809,864207,14.0,14.0
39684,523505,191405,138.0,331.0
144,592204,511601,58.0,58.0
216,102505,302507,14.0,14.0
216,302507,641608,19.0,28.0
26192,548004,511404,3.0,3.0
2552,781409,831203,80.0,80.0
39684,803307,625107,17.0,17.0
2552,655206,782308,22.0,22.0
144,620508,592204,3.0,3.0
26192,743209,511404,3.0,3.0
144,194507,592204,6.0,6.0
216,220504,302507,17.0,17.0
216,230900,302507,3.0,3.0
156,651807,243607,8.0,8.0
5556,33803,618300,8.0,8.0
26192,625107,770005,28.0,28.0
2552,220504,782308,19.0,19.0
144,588302,592204,14.0,14.0
144,640605,592204,28.0,28.0
144,625107,592204,8.0,8.0
26084,723507,302507,28.0,28.0
144,179102,592204,107.0,107.0
8804,310202,183502,17.0,17.0
216,592401,302507,8.0,8.0
31820,795401,285208,6076.0,6076.0
36612,517400,625200,99.0,99.0
13788,985702,864809,0.0,276.0
39684,625107,195406,30.0,30.0
31820,35902,924501,52.0,88.0
144,780001,592204,220.0,220.0
31820,542600,585003,22.0,22.0
216,302507,863806,1874.0,1874.0
36612,595202,302507,47.0,47.0
31820,890108,35902,964.0,964.0
144,211401,592204,14.0,14.0
31820,247206,294404,41.0,41.0
144,438603,592204,3.0,3.0
8804,183502,191000,8.0,8.0
216,546403,302507,19.0,19.0
31820,527807,864103,8.0,8.0
216,302507,248504,8.0,8.0
2552,648400,782308,17.0,17.0
31820,798005,770809,33.0,33.0
39684,625107,61502,0.0,14.0
39684,625107,625605,6.0,6.0
31820,967808,887603,220.0,220.0
216,588302,302507,3.0,3.0
144,592204,307500,8.0,8.0
5556,238508,618300,14.0,14.0
120,864601,864705,28.0,138.0
5556,207603,618300,6.0,6.0
216,780209,302507,30.0,30.0
316,283908,16308,0.0,41.0
216,302507,283908,14.0,36.0
39684,191000,625107,55.0,248.0
26192,623008,770005,14.0,14.0
144,592204,862606,827.0,827.0
5556,790408,666906,6.0,6.0
216,237908,302507,17.0,17.0
7348,845102,841402,102.0,102.0
216,790408,302507,41.0,41.0
216,640003,302507,6.0,6.0
1168,237806,594206,413.0,413.0
39684,523505,625107,276.0,521.0
216,307500,302600,110.0,110.0
39684,523505,435501,96.0,165.0
2552,630001,782308,11.0,11.0
144,645100,592204,6.0,6.0
39684,638003,625107,61.0,61.0
8804,183502,294601,3.0,3.0
13788,985702,864809,0.0,69.0
144,592204,202205,44.0,44.0
31820,651506,808300,19.0,19.0
26192,864103,770005,102.0,102.0
31268,892103,980802,0.0,165.0
144,592204,34007,3.0,3.0
36612,225207,625200,3.0,3.0
36612,276406,302600,3.0,3.0
2552,781409,648400,3.0,3.0
2552,543301,782308,14.0,14.0
26192,801405,770005,36.0,36.0
9088,76404,689109,5013.0,6062.0
156,194300,243607,3.0,8.0
36612,583506,302507,6.0,6.0
36612,594801,625200,28.0,28.0
5556,778406,618300,3.0,3.0
216,18606,302507,3.0,3.0
216,302507,700100,14.0,17.0
144,317108,592204,237.0,237.0
36612,625200,16009,551.0,551.0
156,243607,192906,0.0,14.0
216,47505,302507,41.0,41.0
31820,280007,585003,3.0,3.0
144,270306,592204,3.0,3.0
31820,305100,247206,6.0,6.0
39684,523505,597104,83.0,303.0
39684,523505,289503,0.0,14.0
7348,701809,841402,22.0,22.0
31820,864103,890108,6.0,6.0
39684,625107,202101,19.0,19.0
2552,781409,935703,3.0,3.0
36612,62100,625200,3.0,3.0
36612,304606,625200,8.0,8.0
144,592204,230600,3.0,3.0
26084,698606,302507,3.0,3.0
7348,698803,841402,19.0,19.0
26192,35508,770005,6.0,6.0
144,238601,592204,750.0,750.0
26192,864103,863308,551.0,551.0
216,156609,302507,39.0,39.0
216,280904,302600,14.0,28.0
8804,532203,183502,11.0,11.0
144,592204,257405,3.0,3.0
144,533102,592204,30.0,30.0
8804,183502,318609,14.0,14.0
13440,20108,674000,0.0,551.0
2552,781409,780001,55.0,55.0
216,521001,302507,8.0,8.0
2552,616706,782308,3.0,3.0
216,302507,145201,8.0,14.0
216,300501,302600,6.0,36.0
156,255503,647801,0.0,8.0
39684,625107,635503,3.0,3.0
36612,582607,302600,52.0,52.0
216,800101,302507,17.0,17.0
216,150000,302507,41.0,41.0
26192,850308,864207,30.0,30.0
216,147008,302507,41.0,41.0
31820,924501,35902,331.0,331.0
36612,201700,625200,3.0,3.0
26084,35508,302507,55.0,110.0
26192,35809,770005,17.0,17.0
31820,73001,438406,220.0,220.0
26192,248504,864207,30.0,30.0
216,35508,302507,55.0,110.0
36612,613307,625200,25.0,25.0
8804,183502,194206,41.0,41.0
26192,773008,770005,55.0,55.0
36612,596101,302507,3.0,3.0
36612,525002,625200,96.0,96.0
39840,986103,871709,413.0,413.0
